0 1.16724 0
1 1.17226 inf
2 1.16099 0.0164496
3 1.14728 0.0195823
4 1.13859 0.0174722
5 1.13323 0.0150551
6 1.12406 0.0160115
7 1.12382 0.0136749
8 1.1222 0.0120601
9 1.11685 0.0121169
10 1.11324 0.0115355
11 1.10692 0.0124022
12 1.10668 0.0113638
13 1.10685 0.0104857
14 1.10916 0.0100245
15 1.10932 0.00935447
16 1.10605 0.0093928
17 1.10476 0.00893892
18 1.10391 0.0084856
19 1.10464 0.00807292
20 1.10472 0.0076686
21 1.10493 0.00730601
22 1.10762 0.00749404
23 1.10721 0.00717953
24 1.1059 0.0070085
25 1.10492 0.00680196
26 1.10413 0.00658919
27 1.10508 0.00641796
28 1.10313 0.00650014
29 1.10193 0.00639359
30 1.10132 0.00621137
31 1.10158 0.00601682
32 1.10298 0.00599851
33 1.1038 0.00587704
34 1.10437 0.00573306
35 1.10298 0.0057454
36 1.10369 0.00563253
37 1.10386 0.00548272
38 1.10435 0.0053617
39 1.10481 0.00524495
40 1.10455 0.00512075
41 1.10289 0.00527006
42 1.10175 0.00527223
43 1.10037 0.0053369
44 1.10041 0.00521576
45 1.10088 0.00512156
46 1.09979 0.00513017
47 1.10028 0.00504523
48 1.09912 0.00507674
49 1.09927 0.0049754
