0 0 0
1 -0.0667274 0.160295
2 0.406629 0.132337
3 0.14721 0.112723
4 0.265195 0.0980203
5 0.183128 0.131753
6 0.318784 0.137077
7 0.416436 0.133645
8 0.131985 0.139665
9 0.506967 0.118556
10 0.474424 0.136289
11 0.188362 0.142941
12 0.344249 0.148373
13 0.0962643 0.109953
14 0.388557 0.0859884
15 0.167678 0.104073
16 0.439719 0.152287
17 0.186992 0.102299
18 0.297156 0.119361
19 0.289881 0.0935977
20 0.293303 0.152444
21 0.441285 0.103808
22 0.411271 0.128882
23 0.234161 0.0977116
24 0.233303 0.115728
25 0.15522 0.111703
26 0.138164 0.086766
27 0.574607 0.0922069
28 0.485165 0.108543
29 0.218991 0.125138
30 0.391401 0.100129
31 0.439317 0.129767
32 0.38978 0.123845
33 0.365267 0.136907
34 0.259572 0.0993289
35 0.150326 0.11191
36 0.462361 0.113456
37 0.477086 0.11576
38 0.365484 0.147866
39 0.49575 0.0858866
40 0.278609 0.13258
41 0.182887 0.089436
42 0.437277 0.0865895
43 0.347435 0.115199
44 0.229362 0.0956474
45 0.355072 0.14446
46 0.326751 0.123204
47 0.143348 0.107463
48 0.282114 0.103541
49 0.380067 0.117544
50 0.495235 0.10712
51 0.247074 0.097678
52 0.360771 0.1068
53 0.341577 0.112234
54 0.309142 0.10772
55 0.295911 0.104549
56 0.130113 0.085789
57 0.14587 0.0893364
58 0.3015 0.0810479
59 0.223146 0.0903778
60 0.247355 0.0818779
61 0.470569 0.132432
62 0.211203 0.164157
63 0.56289 0.168612
64 0.347927 0.17534
65 0.193193 0.0914343
66 0.390134 0.140194
67 0.234941 0.141179
68 0.595409 0.118413
69 0.597763 0.101231
70 0.554383 0.159517
71 0.443089 0.122223
72 0.419727 0.129417
73 0.20795 0.157504
74 0.390465 0.119725
75 0.624314 0.103216
76 0.214127 0.119262
77 0.44228 0.106259
78 0.358569 0.107212
79 -0.10725 0.129345
80 0.384804 0.137813
81 0.307648 0.115946
82 0.41381 0.14023
83 0.247846 0.148073
84 0.201295 0.129344
85 -0.0446364 0.0996129
86 0.36381 0.149809
87 0.248867 0.10883
88 0.407251 0.124095
89 0.524948 0.103465
90 0.274654 0.134346
91 0.540649 0.117749
92 0.429456 0.115661
93 0.253743 0.143756
94 0.300451 0.122673
95 0.281505 0.120607
96 0.363294 0.116184
97 0.390941 0.113057
98 0.444518 0.120451
99 0.241666 0.086343
100 0.265353 0.130706
101 0.289157 0.142103
102 0.166127 0.143346
103 0.299785 0.109143
104 0.285521 0.115047
105 0.447558 0.0771274
106 0.349327 0.0835032
107 0.451646 0.120234
108 0.236811 0.0917165
109 0.281157 0.0723255
110 0.495123 0.0949914
111 0.313806 0.0999392
112 0.50786 0.103749
113 0.535052 0.082981
114 0.413171 0.0750539
115 0.261429 0.0918532
116 0.329841 0.0951805
117 0.288006 0.115251
118 0.355177 0.0880018
119 0.558958 0.0882786
120 0.340172 0.113288
121 0.339492 0.0708902
122 0.300724 0.121752
123 0.368339 0.119044
124 0.278468 0.0840836
125 0.360951 0.0886546
126 0.223614 0.0718947
127 0.278719 0.130752
128 0.193613 0.0780929
129 0.216689 0.085225
130 0.263264 0.134416
131 0.274161 0.155153
132 0.291306 0.0978117
133 0.194852 0.106211
134 0.353878 0.0885627
135 0.398751 0.0792482
136 0.466292 0.0969578
137 0.264152 0.0846351
138 0.269389 0.11323
139 0.239572 0.126157
140 0.392895 0.12705
141 0.287302 0.0999748
142 0.20458 0.119029
143 0.255798 0.11399
144 0.233356 0.0854155
145 0.311743 0.0969491
146 0.411594 0.0899385
147 0.445936 0.0983688
148 0.343979 0.0917907
149 0.200202 0.108782
150 0.58955 0.0859755
151 0.234314 0.0796566
152 0.332716 0.115323
153 0.363753 0.115036
154 0.427683 0.0851358
155 0.23879 0.0894223
156 0.506129 0.103231
157 0.202252 0.0902903
158 0.0330902 0.111936
159 0.329433 0.131167
160 0.0855654 0.0867054
161 0.159033 0.0911274
162 0.421531 0.0968956
163 0.289401 0.0953137
164 0.201512 0.117277
165 0.48527 0.107385
166 0.479504 0.0946808
167 -0.010345 0.115149
168 0.424491 0.118423
169 0.164691 0.144903
170 0.275748 0.0674466
171 0.290317 0.103912
172 0.29658 0.102954
173 0.414403 0.0959657
174 0.435731 0.102942
175 0.230434 0.109847
176 0.411215 0.092618
177 0.377582 0.116287
178 0.340584 0.105903
179 0.258595 0.105977
180 0.342817 0.101627
181 0.233652 0.125474
182 0.356729 0.0989913
183 0.428239 0.112307
184 0.282075 0.118282
185 0.475329 0.130464
186 0.0603573 0.124027
187 0.168659 0.102405
188 0.323883 0.121172
189 0.387562 0.0742543
190 0.259768 0.0943704
191 0.302012 0.0859315
192 0.16845 0.111497
193 0.31302 0.104743
194 0.406944 0.0990037
195 0.337231 0.0636875
196 0.185113 0.123847
197 0.13806 0.115392
198 -0.0249418 0.0861783
199 0.151604 0.115301
200 0.180084 0.115401
201 0.205938 0.0901955
202 0.341469 0.0954483
203 0.368532 0.114112
204 0.307822 0.10793
205 0.487536 0.122378
206 0.215256 0.149417
207 0.282866 0.126578
208 0.364579 0.113919
209 0.165632 0.121784
210 0.216834 0.111946
211 0.384911 0.135263
212 0.452852 0.103845
213 0.326295 0.134781
214 0.141798 0.123906
215 0.357696 0.104276
216 0.319265 0.108708
217 0.221928 0.111713
218 0.218815 0.113241
219 0.247142 0.126115
220 0.509554 0.136125
221 0.329641 0.14248
222 0.462724 0.123638
223 0.223703 0.121631
224 0.2661 0.16149
225 0.399232 0.17679
226 0.232311 0.130896
227 0.476833 0.163879
228 0.181964 0.140188
229 0.271207 0.140476
230 0.414818 0.108249
231 0.31878 0.206923
232 0.114093 0.118887
233 0.253633 0.147781
234 0.216154 0.177609
235 0.437769 0.107407
236 0.221488 0.1398
237 0.187416 0.120334
238 0.445644 0.0807392
239 0.474964 0.0912246
240 0.282355 0.103007
241 0.152357 0.127219
242 0.210665 0.132778
243 0.491207 0.126353
244 0.517826 0.110927
245 0.247117 0.114386
246 0.267223 0.113511
247 0.358485 0.0980647
248 0.383378 0.0866155
249 0.320583 0.104251
250 0.386982 0.127709
251 0.348922 0.0921941
252 0.0942108 0.103187
253 0.193655 0.0930494
254 0.0478531 0.084345
255 0.400806 0.08828
256 0.302252 0.112688
257 0.521468 0.116682
258 0.340362 0.136249
259 0.3939 0.120038
260 0.121208 0.0977313
261 0.362151 0.114976
262 0.146761 0.100972
263 0.566098 0.122275
264 0.35365 0.120791
265 0.394414 0.0963482
266 0.339452 0.113265
267 0.250486 0.104056
268 0.375142 0.130261
269 0.161802 0.0895584
270 0.246812 0.10961
271 0.40801 0.139225
272 0.452275 0.113279
273 0.301711 0.125652
274 0.334688 0.133433
275 0.261977 0.0758893
276 0.545238 0.159329
277 0.363024 0.10742
278 0.710246 0.108663
279 0.280041 0.109094
280 0.256417 0.127364
281 0.129449 0.143818
282 0.426621 0.117291
283 0.234661 0.0878938
284 0.0501364 0.129219
285 0.388466 0.140028
286 0.360655 0.117044
287 0.411708 0.127093
288 0.334758 0.105506
289 0.315992 0.106468
290 0.300353 0.124921
291 0.320638 0.176549
292 0.304616 0.127457
293 0.397825 0.131126
294 0.318344 0.122284
295 0.215555 0.167455
296 0.0127176 0.105495
297 0.427923 0.139176
298 0.169927 0.169595
299 0 0
